time,coin,dir,px,sz,ntl,fee,closedPnl
2025/11/10 22:45:06,HYPE,Open Short,41.516,5.46,226.67736,0.097923,-0.097923
2025/11/10 23:00:06,SOL,Open Short,166.02,2.57,426.6714,0.184322,-0.184322
2025/11/10 23:03:04,ETH,Open Long,3540,0.2155,762.87,0.329559,-0.329559
2025/11/10 23:06:06,HYPE,Close Short,41.627,5.46,227.28342,0.098186,-0.704246
2025/11/10 23:12:24,ETH,Close Long,3541.5,0.2155,763.19325,0.329698,-0.006448000000000009
2025/11/10 23:20:59,BNB,Open Short,985,0.23,226.55,0.097869,-0.097869
2025/11/10 23:39:24,ETH,Open Short,3530.1,0.2146,757.5594600000001,0.327265,-0.327265
2025/11/11 00:00:04,SOL,Close Short,166.18,2.57,427.0826,0.184499,-0.595699
2025/11/11 01:21:03,BNB,Close Short,982.09,0.23,225.88070000000002,0.09758,0.57172
2025/11/11 01:21:07,XRP,Open Short,2.5485,89,226.81650000000002,0.097984,-0.097984
2025/11/11 01:30:05,XRP,Close Short,2.548,89,226.772,0.097965,-0.053465
2025/11/11 01:50:58,ETH,Close Short,3555.2,0.2146,762.94592,0.329592,-5.7160519999999995
2025/11/11 01:57:03,ETH,Open Short,3546.4,0.389,1379.5496,0.595965,-0.595965
2025/11/11 03:15:01,ETH,Close Short,3548.1,0.389,1380.2109,0.596251,-1.2575509999999999
2025/11/11 03:24:03,XRP,Open Long,2.551,162,413.262,0.178529,-0.178529
2025/11/11 04:29:57,XRP,Close Long,2.5507,162,413.2134,0.178508,-0.227108
2025/11/11 04:33:00,SOL,Open Short,166.85,1.31,218.5735,0.094423,-0.094423
2025/11/11 05:26:57,SOL,Close Short,166.03,1.31,217.4993,0.093959,0.980241
2025/11/11 05:27:00,ETH,Open Short,3540.2,0.3882,1374.3056399999998,0.5937,-0.5937
2025/11/11 05:59:56,ETH,Close Short,3541.5,0.3882,1374.8102999999999,0.593918,-1.0985779999999998
2025/11/11 06:12:22,ETH,Open Short,3533.1,0.3857,1362.71667,0.588693,-0.588693
2025/11/11 06:41:57,ETH,Close Short,3555.4,0.3857,1371.31778,0.592409,-9.193519
2025/11/11 06:44:58,BNB,Open Short,989.11,0.399,394.65489,0.17049,-0.17049
2025/11/11 07:48:03,SOL,Open Short,167.86,1.79,300.4694,0.129801,-0.129801
2025/11/11 07:54:02,ETH,Open Short,3562.9,0.1744,621.36976,0.268431,-0.268431
2025/11/11 08:06:00,ETH,Close Short,3572.7,0.1744,623.0788799999999,0.269169,-1.978289
2025/11/11 08:11:58,BNB,Close Short,989.79,0.399,394.92621,0.170608,-0.441928
2025/11/11 08:12:02,HYPE,Open Short,41.085,5.11,209.94435000000001,0.090695,-0.090695
2025/11/11 09:18:03,SOL,Close Short,169.1427374302,1.79,302.76550000005795,0.130792,-2.426892
2025/11/11 09:20:56,HYPE,Close Short,41.588,5.11,212.51468000000003,0.091806,-2.662136
2025/11/11 09:26:59,ETH,Open Long,3631.6,0.3513,1275.78108,0.551137,-0.551137
2025/11/11 09:39:06,ETH,Close Long,3598.5,0.3513,1264.15305,0.546114,-12.174144
2025/11/11 09:45:21,ETH,Open Short,3600.7,0.3368,1212.7157599999998,0.523893,-0.523893
2025/11/11 10:33:08,ETH,Close Short,3611.4,0.3368,1216.31952,0.52545,-4.12921
2025/11/11 10:36:03,SOL,Open Short,170.67,2.09,356.70029999999997,0.154094,-0.154094
2025/11/11 11:18:07,SOL,Close Short,171.39,2.09,358.20509999999996,0.154744,-1.659544
2025/11/11 11:21:01,SOL,Open Short,171.51,2.06,353.31059999999997,0.15263,-0.15263
2025/11/11 12:12:09,ETH,Open Short,3590.9,0.2303,826.98427,0.357257,-0.357257
2025/11/11 12:17:58,SOL,Close Short,168.88,2.06,347.8928,0.150289,5.267511
2025/11/11 14:06:05,SOL,Open Short,164.3,1.22,200.446,0.086592,-0.086592
2025/11/11 14:24:08,XRP,Open Short,2.4602,72,177.1344,0.076522,-0.076522
2025/11/11 14:54:15,XRP,Close Short,2.4693,72,177.7896,0.076805,-0.732005
2025/11/11 15:03:01,ETH,Close Short,3558.1869300912,0.2303,819.4504500000033,0.354001,7.179819
2025/11/11 15:15:01,ETH,Open Long,3564.1,0.2905,1035.37105,0.44728,-0.44728
2025/11/11 15:33:03,ETH,Close Long,3556.9888468158,0.2905,1033.3052599999899,0.446387,-2.512177
2025/11/11 15:57:21,BNB,Open Short,973.86,0.2,194.77200000000002,0.084141,-0.084141
2025/11/11 16:42:14,XRP,Open Long,2.4413,80,195.304,0.084371,-0.084371
2025/11/11 16:48:08,XRP,Close Long,2.4458,80,195.66400000000002,0.084526,0.275474
2025/11/11 17:03:05,ETH,Open Long,3564.1,0.232,826.8712,0.357208,-0.357208
2025/11/11 17:06:15,BNB,Close Short,979.36,0.2,195.872,0.084616,-1.1846160000000001
2025/11/11 17:42:02,ETH,Close Long,3575.1036206897,0.232,829.4240400000105,0.35831,2.1945300000000003
2025/11/11 17:57:06,ETH,Open Short,3553.8,0.2881,1023.8497800000001,0.442303,-0.442303
2025/11/11 18:08:57,SOL,Close Short,164.26,1.22,200.3972,0.086571,-0.03777099999999999
2025/11/11 18:15:10,SOL,Open Short,163.75,1.19,194.86249999999998,0.08418,-0.08418
2025/11/11 18:42:12,BNB,Open Short,978.46,0.005,4.8923000000000005,0.002113,-0.002113
2025/11/11 18:48:00,BNB,Close Short,978.09,0.005,4.89045,0.002112,-0.0002620000000000001
2025/11/11 19:15:05,ETH,Close Short,3572.7,0.2881,1029.29487,0.444655,-5.8897450000000005
2025/11/11 19:18:12,ETH,Open Short,3570.4216642755,0.2788,995.4335600000094,0.430025,-0.430025
2025/11/11 19:42:07,ETH,Close Short,3579,0.2788,997.8252,0.43106,-2.823164
2025/11/11 19:42:09,SOL,Close Short,163.96,1.19,195.1124,0.084288,-0.33418800000000004
2025/11/11 19:51:05,SOL,Open Short,163.29,2.16,352.70640000000003,0.152369,-0.152369
2025/11/11 20:09:13,ETH,Open Short,3590.2,0.2289,821.7967799999999,0.355016,-0.355016
2025/11/11 20:36:02,SOL,Close Short,163.18,2.16,352.46880000000004,0.152266,0.085334
2025/11/11 21:24:18,HYPE,Open Short,39.937,4.88,194.89255999999997,0.084193,-0.084193
2025/11/11 21:48:07,SOL,Open Short,163.61,0.96,157.06560000000002,0.067852,-0.067852
2025/11/11 21:54:07,SOL,Close Short,162.94,0.96,156.42239999999998,0.067574,0.575626
2025/11/11 21:54:10,HYPE,Close Short,40.176,4.88,196.05888000000002,0.084697,-1.251017
2025/11/11 22:03:09,ETH,Close Short,3522.8,0.2289,806.36892,0.348351,15.079509000000002
2025/11/11 22:09:25,ADA,Open Short,0.5741,523,300.2543,0.129709,-0.129709
2025/11/11 22:12:13,SOL,Open Short,161.92,1.54,249.3568,0.107722,-0.107722
2025/11/11 22:18:10,ETH,Open Short,3528.2,0.1967,693.99694,0.299806,-0.299806
2025/11/11 22:24:04,ADA,Close Short,0.57697,523,301.75531,0.130358,-1.631368
2025/11/11 22:51:14,BNB,Open Short,975.96,0.298,290.83608,0.125641,-0.125641
2025/11/11 22:57:15,BNB,Close Short,980.94,0.298,292.32012000000003,0.126282,-1.610322
2025/11/11 23:12:08,SOL,Close Short,162.09,1.54,249.61860000000001,0.107835,-0.369635
2025/11/11 23:27:16,SOL,Open Short,161.46,2.32,374.5872,0.161821,-0.161821
2025/11/11 23:33:09,ETH,Close Short,3468.5,0.1967,682.25395,0.294733,11.448257
2025/11/11 23:39:09,BNB,Open Short,973.39,0.308,299.80412,0.129515,-0.129515
2025/11/11 23:45:26,ETH,Open Short,3478.7,0.1738,604.59806,0.261186,-0.261186
2025/11/12 00:15:07,BNB,Close Short,975.84,0.308,300.55872,0.129841,-0.884441
2025/11/12 01:39:06,BNB,Open Short,966.8,0.305,294.87399999999997,0.127385,-0.127385
2025/11/12 01:54:04,ETH,Close Short,3465.9,0.1738,602.37342,0.260225,1.964415
2025/11/12 02:42:11,BNB,Close Short,966.56,0.305,294.8008,0.127353,-0.05415299999999999
2025/11/12 02:42:14,HYPE,Open Short,39.335,5.33,209.65555,0.090571,-0.090571
2025/11/12 02:57:04,SOL,Close Short,158.94,2.32,368.7408,0.159296,5.687104
2025/11/12 03:06:13,SOL,Open Long,158.08,1.33,210.24640000000002,0.090826,-0.090826
2025/11/12 03:15:04,SOL,Close Long,157.89,1.33,209.9937,0.090717,-0.343417
2025/11/12 03:45:24,ETH,Open Short,3450.069047619,0.0756,260.82521999999636,0.112675,-0.112675
2025/11/12 04:06:09,SOL,Open Short,157.17,2.5,392.92499999999995,0.169743,-0.169743
2025/11/12 05:03:03,SOL,Close Short,156.83,2.5,392.07500000000005,0.169376,0.680624
2025/11/12 05:30:09,XRP,Open Short,2.4002,88,211.2176,0.091246,-0.091246
2025/11/12 05:39:05,ETH,Close Short,3420.8,0.0756,258.61248,0.11172,2.100336
2025/11/12 05:39:08,SOL,Open Short,156.45,1.36,212.772,0.091917,-0.091917
2025/11/12 05:48:03,XRP,Close Short,2.3909,88,210.39919999999998,0.090892,0.727508
2025/11/12 05:48:06,ETH,Open Short,3412.5,0.2635,899.19375,0.388451,-0.388451
2025/11/12 06:09:41,HYPE,Close Short,38.713,5.33,206.34029,0.089139,3.226121
2025/11/12 06:30:06,ETH,Close Short,3430.8,0.2635,904.0158000000001,0.390534,-5.212584
2025/11/12 06:39:01,SOL,Close Short,156.84,1.36,213.3024,0.092146,-0.622546
2025/11/12 06:51:04,HYPE,Open Long,39.121,7.67,300.05807,0.129625,-0.129625
2025/11/12 07:03:01,HYPE,Close Long,38.79,7.67,297.5193,0.128525,-2.667295
2025/11/12 07:09:02,ETH,Open Short,3421.3458686441,0.3776,1291.900200000012,0.558098,-0.558098
2025/11/12 09:08:57,ETH,Close Short,3429,0.3776,1294.7903999999999,0.559349,-3.451765
2025/11/12 09:12:08,ETH,Open Short,3426.9,0.3714,1272.7506600000002,0.549828,-0.549828
2025/11/12 10:03:05,HYPE,Open Short,39.111,0.01,0.39110999999999996,0.000168,-0.000168
2025/11/12 11:42:05,ETH,Close Short,3440.5,0.3714,1277.8017,0.552009,-5.603049
2025/11/12 12:03:11,BNB,Open Short,960.14,0.207,198.74898,0.085859,-0.085859
2025/11/12 12:21:15,HYPE,Close Short,39.167,0.01,0.39167,0.000169,-0.0007289999999999999
2025/11/12 12:21:18,ETH,Open Short,3435.3,0.3036,1042.95708,0.450557,-0.450557
2025/11/12 13:08:52,ETH,Close Short,3449.8,0.3036,1047.35928,0.452459,-4.854659
2025/11/12 13:12:06,ETH,Open Short,3449.7,0.2948,1016.97156,0.439331,-0.439331
2025/11/12 13:33:01,BNB,Close Short,959.81,0.207,198.68067,0.08583,-0.017520000000000008
2025/11/12 13:51:06,BNB,Open Short,957.2511764706,0.204,195.27924000000237,0.084359,-0.084359
2025/11/12 14:15:01,SOL,Open Short,155.67,0.02,3.1134,0.001344,-0.001344
2025/11/12 14:48:05,SOL,Close Short,156.15,0.02,3.123,0.001349,-0.010948999999999999
2025/11/12 14:48:08,HYPE,Open Long,39.595,0.08,3.1676,0.001368,-0.001368
2025/11/12 14:51:09,BNB,Close Short,959.22,0.204,195.68088,0.084534,-0.48621
2025/11/12 14:51:12,XRP,Open Short,2.3936,80,191.488,0.082722,-0.082722
2025/11/12 15:00:05,HYPE,Close Long,39.479,0.08,3.15832,0.001364,-0.010644
2025/11/12 15:21:44,BNB,Open Short,957.32,0.004,3.8292800000000002,0.001654,-0.001654
2025/11/12 16:07:03,XRP,Close Short,2.3822,80,190.57600000000002,0.082328,0.8296720000000001
2025/11/12 16:07:06,SOL,Open Short,155.25,1.26,195.615,0.084505,-0.084505
2025/11/12 16:30:33,ETH,Close Short,3456.4,0.2948,1018.94672,0.440184,-2.415344
2025/11/12 16:30:36,SOL,Close Short,156.5484126984,1.26,197.250999999984,0.085212,-1.721212
2025/11/12 16:30:39,BNB,Close Short,959.21,0.004,3.83684,0.001657,-0.009217
2025/11/12 16:36:12,SOL,Open Short,157.13,1.22,191.6986,0.082813,-0.082813
2025/11/12 16:45:27,ETH,Open Short,3469.3,0.2884,1000.54612,0.432235,-0.432235
2025/11/12 17:11:38,SOL,Close Short,158.53,1.22,193.4066,0.083551,-1.791551
2025/11/12 17:36:02,ETH,Close Short,3473.4,0.2884,1001.72856,0.432746,-1.615186
2025/11/12 17:39:09,HYPE,Open Short,39.888,8.83,352.21103999999997,0.152155,-0.152155
2025/11/12 17:54:08,ETH,Open Short,3478.3,0.236,820.8788,0.354619,-0.354619
2025/11/12 18:30:17,ETH,Close Short,3522,0.236,831.192,0.359074,-10.672274
2025/11/12 18:34:16,HYPE,Close Short,40.303,8.83,355.87548999999996,0.153738,-3.818188
2025/11/12 18:45:15,ETH,Open Long,3529.3,0.3111,1097.96523,0.47432,-0.47432
2025/11/12 19:06:10,ETH,Close Long,3544.9,0.3111,1102.81839,0.476417,4.376743
2025/11/12 19:30:08,BNB,Open Long,970.1,0.184,178.4984,0.077111,-0.077111
2025/11/12 20:00:10,ETH,Open Long,3547.6,0.2647,939.04972,0.405669,-0.405669
2025/11/12 20:21:06,BNB,Close Long,974.17,0.184,179.24728,0.077434,0.671446
2025/11/12 20:27:07,ADA,Open Short,0.57667,312,179.92104,0.077725,-0.077725
2025/11/12 20:36:08,SOL,Open Long,159.45,0.01,1.5945,0.000688,-0.000688
2025/11/12 21:09:07,ADA,Close Short,0.57379,312,179.02248,0.077337,0.821223
2025/11/12 21:09:10,SOL,Close Long,159.34,0.01,1.5934000000000001,0.000688,-0.001788
2025/11/12 21:30:01,ETH,Close Long,3561,0.2647,942.5966999999999,0.407201,3.139779
2025/11/12 21:33:15,ETH,Open Long,3560.8,0.3194,1137.31952,0.491322,-0.491322
2025/11/12 21:50:56,ETH,Close Long,3584,0.3194,1144.7296000000001,0.494523,6.915557
2025/11/12 22:06:02,ETH,Open Short,3566,0.3279,1169.2914,0.505133,-0.505133
2025/11/12 22:49:01,ETH,Close Short,3497.5,0.3279,1146.83025,0.49543,21.96572
2025/11/12 22:54:07,BNB,Open Short,965.46,0.397,383.28762000000006,0.16558,-0.16558
2025/11/12 23:09:07,ETH,Open Short,3501.7,0.2549,892.58333,0.385595,-0.385595
2025/11/13 00:10:35,ETH,Close Short,3398.5694389957,0.2549,866.295350000004,0.374239,25.913741
2025/11/13 00:15:01,BNB,Close Short,940.06,0.397,373.20382,0.161224,9.922576
2025/11/13 00:21:00,ETH,Open Short,3397.8,0.4268,1450.1810400000002,0.626476,-0.626476
2025/11/13 00:33:00,ETH,Close Short,3408.7,0.4268,1454.83316,0.628487,-5.280607
2025/11/13 00:33:04,SOL,Open Short,153.7856428571,2.8,430.59979999987996,0.186017,-0.186017
2025/11/13 00:36:05,XRP,Open Short,2.3449,97,227.4553,0.09826,-0.09826
2025/11/13 01:06:02,XRP,Close Short,2.3373,97,226.7181,0.097942,0.639258
2025/11/13 01:06:07,ETH,Open Short,3401.2,0.2927,995.53124,0.430069,-0.430069
2025/11/13 01:44:56,ETH,Close Short,3430.1,0.2927,1003.99027,0.433723,-8.892753
2025/11/13 02:21:01,BNB,Open Short,951.61,0.436,414.90196000000003,0.179237,-0.179237
2025/11/13 02:48:09,ETH,Open Short,3426.8893822394,0.1554,532.5386100000028,0.230054,-0.230054
2025/11/13 03:26:57,SOL,Close Short,152.08,2.8,425.824,0.183955,4.591725
2025/11/13 03:44:59,XRP,Open Short,2.3416,97,227.13520000000003,0.098122,-0.098122
2025/11/13 03:59:59,SOL,Open Short,152.95,1.47,224.83649999999997,0.097129,-0.097129
2025/11/13 04:17:57,SOL,Close Short,153.26,1.47,225.29219999999998,0.097326,-0.553026
2025/11/13 04:18:00,XRP,Close Short,2.3436,97,227.3292,0.098206,-0.292206
2025/11/13 04:30:05,SOL,Open Short,153.95,1.45,223.22749999999996,0.096434,-0.096434
2025/11/13 04:47:58,BNB,Close Short,953.71,0.436,415.81756,0.179633,-1.095233
2025/11/13 05:48:04,HYPE,Open Short,38.36,5.83,223.6388,0.096611,-0.096611
2025/11/13 07:11:58,HYPE,Close Short,38.316,5.83,223.38228,0.096501,0.16001900000000002
2025/11/13 07:27:02,XRP,Open Short,2.3871,94,224.3874,0.096935,-0.096935
2025/11/13 07:53:59,BNB,Open Short,952.47,0.429,408.60963,0.176519,-0.176519
2025/11/13 08:08:57,XRP,Close Short,2.389,94,224.56599999999997,0.097012,-0.275612
2025/11/13 09:12:01,ETH,Close Short,3440,0.1554,534.576,0.230936,-2.269784
2025/11/13 09:15:00,ETH,Open Short,3443.5,0.2163,744.8290499999999,0.321766,-0.321766
2025/11/13 09:50:59,BNB,Close Short,955.8,0.429,410.03819999999996,0.177136,-1.6057059999999999
2025/11/13 11:15:55,SOL,Close Short,150.47,1.45,218.1815,0.094254,4.951746
2025/11/13 11:18:06,SOL,Open Short,152.05,1.5,228.07500000000002,0.098528,-0.098528
2025/11/13 11:39:03,SOL,Close Short,154.53,1.5,231.79500000000002,0.100135,-3.820135
2025/11/13 11:42:23,ETH,Close Short,3461.5,0.2163,748.72245,0.323448,-4.216848000000001
2025/11/13 12:00:14,SOL,Open Short,154.33,2.62,404.34460000000007,0.174676,-0.174676
2025/11/13 14:12:13,ETH,Open Short,3535,0.2674,945.2590000000001,0.408351,-0.408351
2025/11/13 14:35:10,SOL,Close Short,157,2.62,411.34000000000003,0.177698,-7.173098
2025/11/13 15:12:01,ETH,Close Short,3545.6,0.2674,948.0934400000001,0.409575,-3.244015
2025/11/13 15:18:16,BNB,Open Short,967.01,0.31,299.7731,0.129501,-0.129501
2025/11/13 15:27:07,ETH,Open Long,3551.5,0.2801,994.77515,0.429742,-0.429742
2025/11/13 15:48:04,BNB,Close Short,964.12,0.31,298.8772,0.129114,0.766786
2025/11/13 16:15:06,ETH,Close Long,3536.9,0.2801,990.6856900000001,0.427976,-4.517436
2025/11/13 16:27:11,SOL,Open Long,156.03,2.45,382.2735,0.165142,-0.165142
2025/11/13 16:51:16,XRP,Open Long,2.5058,152,380.8816,0.16454,-0.16454
2025/11/13 17:03:08,SOL,Close Long,155.59,2.45,381.19550000000004,0.164676,-1.2426760000000001
2025/11/13 17:08:49,XRP,Close Long,2.4783,152,376.7016,0.162735,-4.342734999999999
2025/11/13 17:12:08,ETH,Open Long,3492.6,0.356,1243.3655999999999,0.537133,-0.537133
2025/11/13 17:30:00,ETH,Close Long,3502.7,0.356,1246.9612,0.538685,3.056915
2025/11/13 17:39:06,HYPE,Open Short,38.783,5.18,200.89594,0.086787,-0.086787
2025/11/13 17:54:14,ETH,Open Short,3480.5,0.3029,1054.24345,0.455433,-0.455433
2025/11/13 18:21:21,HYPE,Close Short,39.1153841699,5.18,202.61769000008198,0.087528,-1.809577
2025/11/13 18:54:02,ETH,Close Short,3504.5,0.3029,1061.51305,0.458573,-7.728173
2025/11/13 18:57:08,HYPE,Open Short,38.7691283422,7.48,289.993079999656,0.125276,-0.125276
2025/11/13 19:06:12,ETH,Open Long,3512,0.2608,915.9295999999999,0.395681,-0.395681
2025/11/13 19:18:04,HYPE,Close Short,38.939,7.48,291.26372000000003,0.125825,-1.3966770000000002
2025/11/13 19:24:03,ETH,Close Long,3503.3044478528,0.2608,913.6618000000102,0.3947,-2.6624999999999996
2025/11/13 19:30:07,ETH,Open Short,3500.5,0.3376,1181.7688,0.510524,-0.510524
2025/11/13 20:35:58,ETH,Close Short,3492.3,0.3376,1179.0004800000002,0.509328,2.258992
2025/11/13 20:38:59,SOL,Open Short,156.8,1.22,191.29600000000002,0.082639,-0.082639
2025/11/13 21:18:03,ETH,Open Short,3486.6,0.287,1000.6542,0.432282,-0.432282
2025/11/13 22:36:42,SOL,Close Short,152.42,1.22,185.95239999999998,0.080331,5.263269
2025/11/13 22:36:45,ETH,Close Short,3398.4,0.287,975.3408,0.421347,24.892053
2025/11/13 22:39:05,ETH,Open Long,3411.5,0.0786,268.14390000000003,0.115838,-0.115838
2025/11/13 22:59:59,ETH,Close Long,3441.6,0.0786,270.50976,0.11686,2.249
2025/11/13 23:03:08,ETH,Open Short,3425.3,0.394,1349.5682000000002,0.583013,-0.583013
2025/11/14 00:11:58,ETH,Close Short,3389.3,0.394,1335.3842000000002,0.576885,13.607114999999999
2025/11/14 00:15:02,SOL,Open Short,152.82,1.48,226.1736,0.097706,-0.097706
2025/11/14 00:24:05,BNB,Open Short,952.3,0.448,426.6304,0.184304,-0.184304
2025/11/14 00:30:10,ETH,Open Short,3364,0.2266,762.2823999999999,0.329305,-0.329305
2025/11/14 01:05:17,SOL,Close Short,150.41,1.48,222.6068,0.096166,3.470634
2025/11/14 01:27:02,SOL,Open Short,149.97,1.62,242.9514,0.104955,-0.104955
2025/11/14 02:33:27,SOL,Close Short,145.46,1.62,235.64520000000002,0.101798,7.204402
2025/11/14 02:35:22,BNB,Close Short,919.6,0.448,411.98080000000004,0.177975,14.471625
2025/11/14 02:50:01,ETH,Close Short,3200,0.2266,725.12,0.313251,36.849149
2025/11/14 02:50:57,BNB,Open Short,917.21,0.564,517.30644,0.223476,-0.223476
2025/11/14 02:53:57,ETH,Open Short,3201.1,0.3762,1204.25382,0.520237,-0.520237
2025/11/14 04:35:55,ETH,Close Short,3183.4,0.3762,1197.59508,0.517361,6.141379
2025/11/14 04:39:01,ETH,Open Long,3197.7,0.3856,1233.0331199999998,0.532668,-0.532668
2025/11/14 04:45:00,ETH,Close Long,3182.7,0.3856,1227.24912,0.530171,-6.314171
2025/11/14 04:45:04,BNB,Close Short,915.32,0.564,516.2404799999999,0.223015,0.842945
2025/11/14 04:48:01,ETH,Open Short,3180,0.5409,1720.0620000000001,0.743066,-0.743066
2025/11/14 06:08:56,ETH,Close Short,3195.7,0.5409,1728.55413,0.746735,-9.238864999999999
2025/11/14 06:11:55,ETH,Open Short,3209.7,0.0832,267.04704,0.115364,-0.115364
2025/11/14 06:33:05,ADA,Open Short,0.52729,506,266.80874,0.115261,-0.115261
2025/11/14 06:57:18,DOGE,Open Short,0.16344,1622,265.09968,0.114522,-0.114522
2025/11/14 07:05:58,ETH,Close Short,3227.9,0.0832,268.56128,0.116018,-1.630258
2025/11/14 07:09:06,ETH,Open Short,3233.7886213815,0.3489,1128.2688500000054,0.487411,-0.487411
2025/11/14 07:14:59,ADA,Close Short,0.52972,506,268.03832,0.115792,-1.3453719999999998
2025/11/14 07:17:56,ETH,Close Short,3250.2,0.3489,1133.99478,0.489885,-6.218823
2025/11/14 08:03:03,BNB,Open Short,924.2726235741,0.526,486.1673999999766,0.210023,-0.210023
2025/11/14 08:18:03,ETH,Open Short,3202.9250645042,0.2713,868.9535699999893,0.375387,-0.375387
2025/11/14 08:20:59,DOGE,Close Short,0.16345,1622,265.1159,0.11453,-0.13075
2025/11/14 08:39:12,SOL,Open Short,143.88,1.76,253.2288,0.109394,-0.109394
2025/11/14 09:21:06,ETH,Close Short,3216.1,0.2713,872.52793,0.376932,-3.9526660000000002
2025/11/14 09:30:06,ETH,Open Short,3201.2,0.2681,858.24172,0.37076,-0.37076
2025/11/14 09:39:00,SOL,Close Short,144.2076704545,1.76,253.80549999992002,0.109641,-0.686341
2025/11/14 10:01:34,ETH,Close Short,3221.3,0.2681,863.63053,0.373088,-5.761898
2025/11/14 10:18:13,ETH,Open Short,3243.6018685955,0.3318,1076.2270999999869,0.464929,-0.464929
2025/11/14 10:24:02,BNB,Close Short,928.08,0.526,488.17008000000004,0.210889,-2.213897
2025/11/14 11:36:07,SOL,Open Short,144.39,2.77,399.96029999999996,0.172782,-0.172782
2025/11/14 12:18:01,SOL,Close Short,143.5262093863,2.77,397.567600000051,0.171748,2.220952
2025/11/14 12:39:04,ETH,Close Short,3144.3,0.3318,1043.27874,0.450696,32.497044
2025/11/14 12:42:07,ETH,Open Short,3133.3,0.55,1723.3150000000003,0.744472,-0.744472
2025/11/14 13:03:02,ETH,Close Short,3180.7,0.55,1749.385,0.755734,-26.825734
2025/11/14 13:15:05,SOL,Open Short,141.45,1.79,253.19549999999998,0.10938,-0.10938
2025/11/14 13:50:18,SOL,Close Short,143.49,1.79,256.8471,0.110957,-3.762557
2025/11/14 14:00:05,HYPE,Open Short,37.12,12.64,469.1968,0.202693,-0.202693
2025/11/14 14:09:11,ETH,Open Short,3178.9,0.3441,1093.85949,0.472546,-0.472546
2025/11/14 14:59:20,ETH,Close Short,3221.4,0.3441,1108.4837400000001,0.478864,-15.103114
2025/11/14 15:09:06,ETH,Open Short,3194.9,0.3183,1016.9366700000002,0.439316,-0.439316
2025/11/14 15:12:06,HYPE,Close Short,37.4670585443,12.64,473.583619999952,0.204587,-4.591407
2025/11/14 15:12:09,SOL,Open Short,142.77,1.63,232.7151,0.100532,-0.100532
2025/11/14 15:46:26,ETH,Close Short,3225.4,0.3183,1026.6448200000002,0.44351,-10.15166
2025/11/14 16:12:03,HYPE,Open Short,37.272,6.07,226.24104,0.097736,-0.097736
2025/11/14 16:33:11,BNB,Open Short,916.35,0.465,426.10275,0.184076,-0.184076
2025/11/14 16:39:04,HYPE,Close Short,37.306,6.07,226.44742,0.097825,-0.304205
2025/11/14 17:18:06,ETH,Open Short,3189.6,0.2347,748.59912,0.323394,-0.323394
2025/11/14 19:42:02,ETH,Close Short,3128.8,0.2347,734.3293600000001,0.31723,13.95253
2025/11/14 19:45:09,ETH,Open Short,3136.2,0.2605,816.9801,0.352935,-0.352935
2025/11/14 20:40:56,BNB,Close Short,889.98,0.465,413.8407,0.178779,12.083271
2025/11/14 20:42:06,BNB,Open Short,888.9766329966,0.297,264.0260599999902,0.114058,-0.114058
2025/11/14 20:51:04,BNB,Close Short,901.94,0.297,267.87618,0.115722,-3.96603
2025/11/14 21:03:18,BNB,Open Short,908.16,0.51,463.16159999999996,0.200085,-0.200085
2025/11/14 21:09:04,SOL,Close Short,138.75,1.63,226.1625,0.097702,6.454898
2025/11/14 21:18:05,SOL,Open Short,138.08,1.83,252.68640000000002,0.10916,-0.10916
2025/11/14 22:21:07,SOL,Close Short,138.86,1.83,254.11380000000003,0.109777,-1.537177
2025/11/14 22:23:51,ETH,Close Short,3155.7667946257,0.2605,822.0772499999949,0.355134,-5.452284
2025/11/14 22:27:06,HYPE,Open Short,37.2583039702,8.06,300.301929999812,0.129729,-0.129729
2025/11/14 22:36:07,BNB,Close Short,916.8205882353,0.51,467.578500000003,0.201992,-4.618892
2025/11/14 22:36:13,ETH,Open Short,3179.4,0.3738,1188.45972,0.513414,-0.513414
2025/11/14 22:42:08,ETH,Close Short,3189.2,0.3738,1192.12296,0.514997,-4.178237
2025/11/14 22:42:13,HYPE,Close Short,37.654,8.06,303.49124000000006,0.131108,-3.32045
2025/11/14 22:45:06,BNB,Open Short,925.27,0.468,433.02636,0.187067,-0.187067
2025/11/14 22:48:08,SOL,Open Short,142.55,1.63,232.3565,0.100378,-0.100378
2025/11/14 23:03:08,ETH,Open Short,3178.7,0.2452,779.41724,0.336706,-0.336706
2025/11/14 23:30:05,SOL,Close Short,141.88,1.63,231.26439999999997,0.099906,0.992194
2025/11/14 23:42:11,SOL,Open Short,141.95,1.61,228.5395,0.098729,-0.098729
2025/11/14 23:45:06,ETH,Close Short,3202.4,0.2452,785.22848,0.339218,-6.1504579999999995
2025/11/14 23:47:55,BNB,Close Short,930.37,0.468,435.41316,0.188098,-2.574898
2025/11/14 23:51:06,XRP,Open Short,2.3265,96,223.344,0.096484,-0.096484
2025/11/15 00:09:00,XRP,Close Short,2.3036,96,221.1456,0.095534,2.102866
2025/11/15 00:30:21,ETH,Open Short,3237.7,0.3657,1184.02689,0.511498,-0.511498
2025/11/15 01:24:26,DOGE,Open Short,0.16345,1,0.16345,0.00007,-0.00007
2025/11/15 01:51:00,SOL,Close Short,141.06,1.61,227.10660000000001,0.09811,1.3347900000000001
